"","Date","Plot","Row","Column","Species","Coverage","Root","CO2Treatment","Ntreatment"
"289","7/3/2019",64,9,8,"Poapr",20,"R","AC","EN"
"290","7/3/2019",64,9,8,"Agrre",10,"R","AC","EN"
"291","7/3/2019",64,9,9,"Andge",80,"R","AC","EN"
"292","7/3/2019",64,9,10,"Andge",100,"R","AC","EN"
"293","7/3/2019",64,9,11,"Andge",100,"R","AC","EN"
"294","7/3/2019",64,9,12,"Andge",90,"R","AC","EN"
"295","7/3/2019",64,9,12,"Poapr",5,"R","AC","EN"
"296","7/3/2019",64,9,13,"Poapr",20,"R","AC","EN"
"297","7/3/2019",64,9,14,"Agrre",10,"R","AC","EN"
"298","7/3/2019",64,9,14,"Poapr",20,"R","AC","EN"
"299","7/3/2019",64,9,15,"Andge",40,"R","AC","EN"
"300","7/3/2019",64,9,15,"Poapr",30,"R","AC","EN"
"301","7/3/2019",64,9,15,"Luppe",10,"N","AC","EN"
"302","7/3/2019",64,9,16,"Andge",40,"R","AC","EN"
"303","7/3/2019",64,9,16,"Poapr",30,"R","AC","EN"
"304","7/3/2019",64,9,17,"Andge",40,"R","AC","EN"
"305","7/3/2019",64,9,17,"Poapr",30,"R","AC","EN"
"306","7/3/2019",64,9,18,"Andge",30,"R","AC","EN"
"307","7/3/2019",64,9,18,"Poapr",50,"R","AC","EN"
"308","7/3/2019",64,10,1,"Andge",100,"R","AC","EN"
"309","7/3/2019",64,10,2,"Andge",80,"R","AC","EN"
"310","7/3/2019",64,10,2,"Schsc",20,"R","AC","EN"
"311","7/3/2019",64,10,3,"Poapr",10,"R","AC","EN"
"312","7/3/2019",64,10,4,"Luppe",50,"N","AC","EN"
"313","7/3/2019",64,10,4,"Poapr",10,"R","AC","EN"
"314","7/3/2019",64,10,5,"Andge",60,"R","AC","EN"
"315","7/3/2019",64,10,5,"Luppe",50,"N","AC","EN"
"316","7/3/2019",64,10,5,"Poapr",5,"R","AC","EN"
"317","7/3/2019",64,10,6,"Andge",30,"R","AC","EN"
"318","7/3/2019",64,10,6,"Luppe",40,"N","AC","EN"
"319","7/3/2019",64,10,7,"Luppe",40,"N","AC","EN"
"320","7/3/2019",64,10,7,"Poapr",10,"R","AC","EN"
"321","7/3/2019",64,10,8,"Agrre",10,"R","AC","EN"
"322","7/3/2019",64,10,8,"Poapr",10,"R","AC","EN"
"323","7/3/2019",64,10,9,"Andge",90,"R","AC","EN"
"324","7/3/2019",64,10,10,"Andge",100,"R","AC","EN"
"325","7/3/2019",64,10,10,"Poapr",5,"R","AC","EN"
"326","7/3/2019",64,10,11,"Andge",100,"R","AC","EN"
"327","7/3/2019",64,10,11,"Poapr",5,"R","AC","EN"
"328","7/3/2019",64,10,12,"Andge",90,"R","AC","EN"
"329","7/3/2019",64,10,12,"Poapr",5,"R","AC","EN"
"330","7/3/2019",64,10,13,"Andge",60,"R","AC","EN"
"331","7/3/2019",64,10,13,"Luppe",40,"N","AC","EN"
"332","7/3/2019",64,10,13,"Poapr",5,"R","AC","EN"
"333","7/3/2019",64,10,14,"Luppe",50,"R","AC","EN"
"334","7/3/2019",64,10,14,"Agrre",10,"R","AC","EN"
"335","7/3/2019",64,10,14,"Poapr",30,"R","AC","EN"
"336","7/3/2019",64,10,15,"Luppe",60,"N","AC","EN"
"337","7/3/2019",64,10,15,"Poapr",40,"R","AC","EN"
"338","7/3/2019",64,10,16,"Andge",10,"R","AC","EN"
"339","7/3/2019",64,10,16,"Poapr",30,"R","AC","EN"
"340","7/3/2019",64,10,17,"Andge",40,"R","AC","EN"
"341","7/3/2019",64,10,17,"Poapr",40,"R","AC","EN"
"342","7/3/2019",64,10,18,"Andge",60,"R","AC","EN"
"343","7/3/2019",64,10,18,"Poapr",60,"R","AC","EN"
"344","7/3/2019",64,11,1,"Andge",90,"R","AC","EN"
"345","7/3/2019",64,11,1,"Poapr",5,"R","AC","EN"
"346","7/3/2019",64,11,1,"Agrre",5,"R","AC","EN"
"347","7/3/2019",64,11,2,"Andge",80,"R","AC","EN"
"348","7/3/2019",64,11,2,"Poapr",5,"R","AC","EN"
"349","7/3/2019",64,11,3,"Andge",60,"R","AC","EN"
"350","7/3/2019",64,11,3,"Poapr",20,"R","AC","EN"
"351","7/3/2019",64,11,4,"Luppe",40,"R","AC","EN"
"352","7/3/2019",64,11,4,"Andge",30,"R","AC","EN"
"353","7/3/2019",64,11,5,"Luppe",90,"N","AC","EN"
"354","7/3/2019",64,11,5,"Poapr",10,"R","AC","EN"
"355","7/3/2019",64,11,6,"Luppe",70,"R","AC","EN"
"356","7/3/2019",64,11,6,"Andge",20,"R","AC","EN"
"357","7/3/2019",64,11,7,"Andge",60,"R","AC","EN"
"358","7/3/2019",64,11,7,"Luppe",20,"N","AC","EN"
"359","7/3/2019",64,11,7,"Poapr",10,"R","AC","EN"
"360","7/3/2019",64,11,8,"Andge",60,"R","AC","EN"
"361","7/3/2019",64,11,8,"Poapr",10,"R","AC","EN"
"362","7/3/2019",64,11,9,"Andge",100,"R","AC","EN"
"363","7/3/2019",64,11,10,"Andge",100,"R","AC","EN"
"364","7/3/2019",64,11,11,"Andge",100,"R","AC","EN"
"365","7/3/2019",64,11,12,"Andge",100,"R","AC","EN"
"366","7/3/2019",64,11,13,"Andge",70,"R","AC","EN"
"367","7/3/2019",64,11,13,"Poapr",5,"R","AC","EN"
"368","7/3/2019",64,11,13,"Luppe",20,"N","AC","EN"
"369","7/3/2019",64,11,14,"Luppe",50,"N","AC","EN"
"370","7/3/2019",64,11,14,"Andge",10,"R","AC","EN"
"371","7/3/2019",64,11,14,"Poapr",30,"R","AC","EN"
"372","7/3/2019",64,11,15,"Luppe",50,"N","AC","EN"
"373","7/3/2019",64,11,15,"Poapr",40,"R","AC","EN"
"374","7/3/2019",64,11,16,"Poapr",20,"R","AC","EN"
"375","7/3/2019",64,11,17,"Andge",40,"R","AC","EN"
"376","7/3/2019",64,11,17,"Poapr",40,"R","AC","EN"
"377","7/3/2019",64,11,18,"Poapr",80,"R","AC","EN"
"378","7/3/2019",64,12,1,"Andge",100,"R","AC","EN"
"379","7/3/2019",64,12,2,"Andge",90,"R","AC","EN"
"380","7/3/2019",64,12,3,"Andge",70,"R","AC","EN"
"381","7/3/2019",64,12,3,"Poapr",5,"R","AC","EN"
"382","7/3/2019",64,12,4,"Andge",30,"R","AC","EN"
"383","7/3/2019",64,12,4,"Poapr",5,"R","AC","EN"
"384","7/3/2019",64,12,5,"Andge",10,"R","AC","EN"
"385","7/3/2019",64,12,5,"Luppe",60,"R","AC","EN"
"386","7/3/2019",64,12,5,"Poapr",10,"R","AC","EN"
"387","7/3/2019",64,12,6,"Andge",50,"R","AC","EN"
"388","7/3/2019",64,12,6,"Luppe",40,"N","AC","EN"
"389","7/3/2019",64,12,7,"Andge",80,"R","AC","EN"
"390","7/3/2019",64,12,8,"Andge",90,"R","AC","EN"
"391","7/3/2019",64,12,8,"Luppe",10,"N","AC","EN"
"392","7/3/2019",64,12,9,"Luppe",20,"N","AC","EN"
"393","7/3/2019",64,12,10,"Andge",90,"R","AC","EN"
"394","7/3/2019",64,12,10,"Poapr",5,"R","AC","EN"
"395","7/3/2019",64,12,11,"Andge",80,"R","AC","EN"
"396","7/3/2019",64,12,11,"Poapr",10,"R","AC","EN"
"397","7/3/2019",64,12,12,"Andge",60,"R","AC","EN"
"398","7/3/2019",64,12,12,"Poapr",10,"R","AC","EN"
"399","7/3/2019",64,12,13,"Andge",60,"R","AC","EN"
"400","7/3/2019",64,12,13,"Poapr",10,"R","AC","EN"
"401","7/3/2019",64,12,14,"Luppe",80,"R","AC","EN"
"402","7/3/2019",64,12,14,"Andge",20,"R","AC","EN"
"403","7/3/2019",64,12,14,"Poapr",5,"R","AC","EN"
"404","7/3/2019",64,12,15,"Luppe",80,"N","AC","EN"
"405","7/3/2019",64,12,15,"Poapr",10,"R","AC","EN"
"406","7/3/2019",64,12,16,"Luppe",40,"N","AC","EN"
"407","7/3/2019",64,12,16,"Agrre",5,"R","AC","EN"
"408","7/3/2019",64,12,16,"Poapr",20,"R","AC","EN"
"409","7/3/2019",64,12,17,"Poapr",20,"R","AC","EN"
"410","7/3/2019",64,12,18,"Andge",40,"R","AC","EN"
"411","7/3/2019",64,12,18,"Poapr",40,"R","AC","EN"
"412","7/3/2019",64,13,1,"Andge",90,"R","AC","EN"
"413","7/3/2019",64,13,2,"Andge",70,"R","AC","EN"
